Filename,Start,End,SDS,Query,Cost,Duration,Label
AK_Aalap2_Bag.csv,129.94,130.5,15,2,22.32,0.5600000000000023,Like
AK_Aalap2_Bag.csv,129.94,130.45,15,4,22.41,0.5099999999999909,Like
AK_Aalap2_Bag.csv,129.94,130.47,15,5,20.36,0.5300000000000011,Like
AK_Aalap2_Bag.csv,131.45,132.06,16,1,2.12,0.6100000000000136,Like
AK_Aalap2_Bag.csv,143.53,144.28,17,0,8.93,0.75,Like
AK_Aalap2_Bag.csv,143.53,144.27,17,1,11.51,0.7400000000000091,Like
AK_Aalap2_Bag.csv,143.53,144.22,17,2,11.72,0.6899999999999977,Like
AK_Aalap2_Bag.csv,142.82,143.36,17,4,15.36,0.5400000000000205,Like
AK_Aalap2_Bag.csv,143.53,144.17,17,5,9.86,0.6399999999999864,Like
AK_Aalap2_Bag.csv,147.38,148.02,18,0,2.28,0.6400000000000148,Like
AK_Aalap2_Bag.csv,148.17,148.77,18,1,3.02,0.6000000000000227,Like
AK_Aalap2_Bag.csv,147.39,147.91,18,2,2.62,0.5200000000000102,Like
AK_Aalap2_Bag.csv,157.91,159.09,19,0,15.95,1.1800000000000068,Like
AK_Aalap2_Bag.csv,159.78,160.53,19,1,4.01,0.75,Like
AK_Aalap2_Bag.csv,159.82,160.57999999999998,19,2,1.92,0.7599999999999909,Like
AK_Aalap2_Bag.csv,159.84,160.47,19,3,0.87,0.6299999999999955,Like
AK_Aalap2_Bag.csv,159.78,160.48,19,4,1.1,0.6999999999999886,Like
AK_Aalap2_Bag.csv,157.89,159.09,19,5,14.39,1.200000000000017,Like
AK_Aalap2_Bag.csv,165.52,166.14,20,0,2.48,0.6199999999999761,Unlike
AK_Aalap2_Bag.csv,165.53,166.4,20,1,1.8,0.8700000000000045,Unlike
AK_Aalap2_Bag.csv,165.56,166.11,20,2,2.78,0.5500000000000114,Unlike
AK_Aalap2_Bag.csv,165.57,166.1,20,3,2.36,0.5300000000000011,Unlike
AK_Aalap2_Bag.csv,165.54,166.1,20,4,2.49,0.5600000000000023,Unlike
AK_Aalap2_Bag.csv,165.57,166.1,20,5,0.71,0.5300000000000011,Unlike
AK_Aalap2_Bag.csv,172.65,173.41,21,0,20.57,0.7599999999999909,Unlike
AK_Aalap2_Bag.csv,172.72,173.41,21,2,19.37,0.6899999999999977,Unlike
AK_Aalap2_Bag.csv,172.73,173.41,21,3,18.32,0.6800000000000068,Unlike
AK_Aalap2_Bag.csv,172.65,173.41,21,4,18.15,0.7599999999999909,Unlike
AK_Aalap2_Bag.csv,172.74,173.41,21,5,19.06,0.6699999999999875,Unlike
AP_Aalap1_Bag.csv,2.09,3.16,0,0,20.22,1.0700000000000003,Unlike
AP_Aalap1_Bag.csv,2.09,3.16,0,1,20.7,1.0700000000000003,Unlike
